,County,FIPS,Raw Score,Scaled Score
0,"Autauga County, Alabama",01001,1.2625185166316109,1.5446097989829082
1,"Baldwin County, Alabama",01003,1.188233331096541,0.5601380086478457
2,"Barbour County, Alabama",01005,1.1921310797856468,0.6117933098038029
3,"Bibb County, Alabama",01007,1.2159125731122147,0.9269599092194394
4,"Blount County, Alabama",01009,1.177279656901313,0.414973354779787
5,"Bullock County, Alabama",01011,1.2196886977393324,0.9770033754288884
6,"Butler County, Alabama",01013,1.1864136868646944,0.5360229929580331
7,"Calhoun County, Alabama",01015,1.199646257821381,0.7113889522220758
8,"Chambers County, Alabama",01017,1.1810932036001835,0.46551276070737885
9,"Cherokee County, Alabama",01019,1.1793887280233886,0.44292402904327655
10,"Chilton County, Alabama",01021,1.1748683123593562,0.38301677203403506
11,"Choctaw County, Alabama",01023,1.2535983175703782,1.426393976047243
12,"Clarke County, Alabama",01025,1.257489517796379,1.4779624930462976
13,"Clay County, Alabama",01027,1.1431268907741765,-0.0376395662474309
14,"Cleburne County, Alabama",01029,1.1359546678653785,-0.13269016182510693
15,"Coffee County, Alabama",01031,1.1988040051988706,0.7002269157914658
16,"Colbert County, Alabama",01033,1.1917786462982374,0.6071226500507867
17,"Conecuh County, Alabama",01035,1.1736283418564968,0.3665839399407994
18,"Coosa County, Alabama",01037,1.229410328341199,1.1058402493581785
19,"Covington County, Alabama",01039,1.149624170576603,0.04846627885923534
20,"Crenshaw County, Alabama",01041,1.1732761002228904,0.3619158227493401
21,"Cullman County, Alabama",01043,1.148776403248944,0.03723115825158709
22,"Dale County, Alabama",01045,1.180029188731863,0.4514117981155291
23,"Dallas County, Alabama",01047,1.2011534663858352,0.7313633832364018
24,"DeKalb County, Alabama",01049,1.1367906639819019,-0.12161104036072806
25,"Elmore County, Alabama",01051,1.2784193403347546,1.7553370424579333
26,"Escambia County, Alabama",01053,1.1413291444804579,-0.061464377339945274
27,"Etowah County, Alabama",01055,1.1963682302021896,0.6679465660210009
28,"Fayette County, Alabama",01057,1.1662854832356322,0.26927197766203403
29,"Franklin County, Alabama",01059,1.1165149428978658,-0.39031704536238315
30,"Geneva County, Alabama",01061,1.1276963819409191,-0.24213391525442465
31,"Greene County, Alabama",01063,1.2160132443243268,0.9282940644444595
32,"Hale County, Alabama",01065,1.238003473738817,1.2197217611733264
33,"Henry County, Alabama",01067,1.2326985026348707,1.1494171053693472
34,"Houston County, Alabama",01069,1.1830411560046872,0.4913281931833983
35,"Jackson County, Alabama",01071,1.137945242761391,-0.1063098705522486
36,"Jefferson County, Alabama",01073,1.2583554419276468,1.4894382384949125
37,"Lamar County, Alabama",01075,1.1329299753894932,-0.17277519890887286
38,"Lauderdale County, Alabama",01077,1.1424257190205387,-0.04693191446819852
39,"Lawrence County, Alabama",01079,1.2289169947181982,1.0993022965810553
40,"Lee County, Alabama",01081,1.1842474041851543,0.5073141168539024
41,"Limestone County, Alabama",01083,1.2432747809600224,1.2895802830318506
42,"Lowndes County, Alabama",01085,1.2458025829037869,1.3230802290475392
43,"Macon County, Alabama",01087,1.2515559119631932,1.3993267931330051
44,"Madison County, Alabama",01089,1.2608902426638249,1.523030936701337
45,"Marengo County, Alabama",01091,1.224030684793596,1.034545989587192
46,"Marion County, Alabama",01093,1.1338364071211628,-0.1607626224676119
47,"Marshall County, Alabama",01095,1.1177146814097125,-0.37441739172102445
48,"Mobile County, Alabama",01097,1.2199547598846865,0.9805293904033472
49,"Monroe County, Alabama",01099,1.160325595477724,0.19028797393421312
50,"Montgomery County, Alabama",01101,1.2652257273962557,1.580487378194527
51,"Morgan County, Alabama",01103,1.1967595480694644,0.6731325448754819
52,"Perry County, Alabama",01105,1.1428903521932248,-0.04077431725593365
53,"Pickens County, Alabama",01107,1.2000147704862054,0.716272702868827
54,"Pike County, Alabama",01109,1.1723151686573705,0.34918098185363755
55,"Randolph County, Alabama",01111,1.132929060781931,-0.17278731983632128
56,"Russell County, Alabama",01113,1.2072297200749853,0.8118895380114152
57,"St. Clair County, Alabama",01115,1.2151520508590046,0.9168810126155674
58,"Shelby County, Alabama",01117,1.3033994681641679,2.0863886645261216
59,"Sumter County, Alabama",01119,1.236973624320568,1.2060735795977349
60,"Talladega County, Alabama",01121,1.2133240714674758,0.8926555343952248
61,"Tallapoosa County, Alabama",01123,1.2168219419337165,0.9390114097350589
62,"Tuscaloosa County, Alabama",01125,1.2249904108976393,1.0472648549850947
63,"Walker County, Alabama",01127,1.1585611881145175,0.16690499032550518
64,"Washington County, Alabama",01129,1.2102003433439223,0.851258017566478
65,"Wilcox County, Alabama",01131,1.2099862555378054,0.848420797678572
66,"Winston County, Alabama",01133,1.1155380711368512,-0.4032631352801335
67,"Aleutians East Borough, Alaska",02013,1.0633652521122705,-1.0946885949056997
68,"Aleutians West Census Area, Alaska",02016,1.222829973739262,1.0186334472300462
69,"Anchorage Municipality, Alaska",02020,1.2486917768890846,1.3613695589434516
70,"Bethel Census Area, Alaska",02050,0.9159617089751522,-3.048168672645051
71,"Bristol Bay Borough, Alaska",02060,1.1279972438141181,-0.23814671343459548
72,"Denali Borough, Alaska",02068,1.1545239175822746,0.11340066210291813
73,"Dillingham Census Area, Alaska",02070,1.0064784382589247,-1.8485867386240278
74,"Fairbanks North Star Borough, Alaska",02090,1.2152439950588387,0.9180995122446615
75,"Haines Borough, Alaska",02100,1.1055166935446699,-0.5360724359332342
76,"Hoonah-Angoon Census Area, Alaska",02105,1.1327031415085151,-0.17578133741827648
77,"Juneau City and Borough, Alaska",02110,1.2719646976054007,1.6697962493917258
78,"Kenai Peninsula Borough, Alaska",02122,1.1874347237679024,0.5495543858038489
79,"Ketchikan Gateway Borough, Alaska",02130,1.2010063518575735,0.7294137333569695
80,"Kodiak Island Borough, Alaska",02150,1.236351487299253,1.1978286470072572
81,"Kusilvak Census Area, Alaska",02158,0.7982007940361472,-4.608806879663674
82,"Lake and Peninsula Borough, Alaska",02164,0.959656451749021,-2.4690997595504904
83,"Matanuska-Susitna Borough, Alaska",02170,1.238297727253788,1.2236213850701956
84,"Nome Census Area, Alaska",02180,0.9266167727206068,-2.9069613833845316
85,"North Slope Borough, Alaska",02185,0.892683689649397,-3.3566629329206945
86,"Northwest Arctic Borough, Alaska",02188,0.9188653583257556,-3.0096877715864645
87,"Petersburg Borough, Alaska",02195,1.134995214354885,-0.14540541464995055
88,"Prince of Wales-Hyder Census Area, Alaska",02198,1.0845045307030823,-0.8145382083812793
89,"Sitka City and Borough, Alaska",02220,1.1540663249567045,0.10733637043972445
90,"Skagway Municipality, Alaska",02230,1.1171285509294255,-0.3821851440547071
